innings_player,innings_runs_scored,innings_runs_scored_num,innings_minutes_batted,innings_batted_flag,innings_not_out_flag,innings_balls_faced,innings_boundary_fours,innings_boundary_sixes,innings_batting_strike_rate,innings_number,opposition,ground,innings_date,country,50s,100s,innings_runs_scored_buckets,innings_overs_bowled,innings_bowled_flag,innings_maidens_bowled,innings_runs_conceded,innings_wickets_taken,4_wickets,5_wickets,10_wickets,innings_wickets_taken_buckets,innings_economy_rate
W Blunsden,3*,3,,1,1,,,,,2,v ENG Women,Birmingham,1973-07-28,Australia Women,0,0,0-49,,,,,,,,,,
LA Fullston,3*,3,,1,1,,,,,2,v ENG Women,Christchurch,1982-02-02,Australia Women,0,0,0-49,,,,,,,,,,
JM Jacobs,3*,3,10,1,1,,0,0,,2,v India Women,Chennai,1984-02-23,Australia Women,0,0,0-49,,,,,,,,,,
K Saunders,3*,3,,1,1,,,,,1,v ENG Women,Sydney,1988-12-03,Australia Women,0,0,0-49,,,,,,,,,,
LA Fullston,3*,3,,1,1,,,,,1,v NZ Women,Canberra,1988-12-07,Australia Women,0,0,0-49,,,,,,,,,,
C Matthews,3*,3,15,1,1,6,0,0,50.00,1,v NZ Women,Auckland,1994-01-18,Australia Women,0,0,0-49,,,,,,,,,,
SL Bow,3*,3,4,1,1,5,0,0,60.00,1,v NZ Women,Auckland,1994-01-18,Australia Women,0,0,0-49,,,,,,,,,,
OJ Magno,3*,3,14,1,1,8,0,0,37.50,1,v SA Women,Buderim,1999-02-05,Australia Women,0,0,0-49,,,,,,,,,,
AJ Fahey,3*,3,8,1,1,4,0,0,75.00,2,v NZ Women,Lincoln,2000-12-23,Australia Women,0,0,0-49,,,,,,,,,,
J Tredrea,3,3,7,1,0,,0,0,,1,v ENG Women,Canterbury,1976-08-01,Australia Women,0,0,0-49,,,,,,,,,,
DA Gordon,3,3,,1,0,,,,,1,v ENG Women,Lord's,1976-08-04,Australia Women,0,0,0-49,,,,,,,,,,
J Robinson,3,3,,1,0,,,,,1,v ENG Women,Nottingham,1976-08-08,Australia Women,0,0,0-49,,,,,,,,,,
P May,3,3,,1,0,,,,,1,v ENG Women,Nottingham,1976-08-08,Australia Women,0,0,0-49,,,,,,,,,,
L Hill,3,3,,1,0,,,,,1,v India Women,Patna,1978-01-08,Australia Women,0,0,0-49,,,,,,,,,,
SA Tredrea,3,3,,1,0,,,,,1,v India Women,Auckland,1982-01-10,Australia Women,0,0,0-49,,,,,,,,,,
SA Tredrea,3,3,,1,0,,,,,1,v Int XI Women,Palmerston North,1982-01-20,Australia Women,0,0,0-49,,,,,,,,,,
R Thompson,3,3,,1,0,,,,,2,v ENG Women,Christchurch,1982-02-07,Australia Women,0,0,0-49,,,,,,,,,,
A Fellows,3,3,17,1,0,,0,0,,2,v India Women,Faridabad,1984-01-19,Australia Women,0,0,0-49,,,,,,,,,,
K Price,3,3,,1,0,,,,,1,v NZ Women,Melbourne,1985-02-08,Australia Women,0,0,0-49,,,,,,,,,,
K Price,3,3,,1,0,,,,,1,v NZ Women,Melbourne,1985-02-10,Australia Women,0,0,0-49,,,,,,,,,,
ZJ Goss,3,3,,1,0,,,,,1,v Ire Women,Dublin,1987-07-01,Australia Women,0,0,0-49,,,,,,,,,,
BJ Haggett,3,3,,1,0,,,,,1,v ENG Women,Canterbury,1987-07-25,Australia Women,0,0,0-49,,,,,,,,,,
R Buckstein,3,3,,1,0,,,,,1,v NZ Women,Melbourne,1988-12-10,Australia Women,0,0,0-49,,,,,,,,,,
ZJ Goss,3,3,,1,0,,,,,2,v ENG Women,Melbourne,1988-12-11,Australia Women,0,0,0-49,,,,,,,,,,
T Juhasz,3,3,,1,0,,,,,1,v NZ Women,Melbourne,1991-01-19,Australia Women,0,0,0-49,,,,,,,,,,
DA Annetts,3,3,,1,0,,,,,2,v ENG Women,Guildford,1993-07-26,Australia Women,0,0,0-49,,,,,,,,,,
SJ Griffiths,3,3,,1,0,,,,,1,v NZ Women,Beckenham,1993-07-29,Australia Women,0,0,0-49,,,,,,,,,,
KM Brown,3,3,,1,0,,,,,1,v NZ Women,Beckenham,1993-07-29,Australia Women,0,0,0-49,,,,,,,,,,
J Broadbent,3,3,37,1,0,28,0,0,10.71,2,v NZ Women,Adelaide,1996-02-01,Australia Women,0,0,0-49,,,,,,,,,,
OJ Magno,3,3,16,1,0,9,0,0,33.33,1,v NZ Women,Adelaide,1996-02-03,Australia Women,0,0,0-49,,,,,,,,,,
CL Fitzpatrick,3,3,3,1,0,5,0,0,60.00,1,v NZ Women,Adelaide,1996-02-03,Australia Women,0,0,0-49,,,,,,,,,,
OJ Magno,3,3,9,1,0,4,0,0,75.00,1,v NZ Women,Sydney,1997-11-08,Australia Women,0,0,0-49,,,,,,,,,,
BL Calver,3,3,4,1,0,3,0,0,100.00,1,v ENG Women,Scarborough,1998-07-12,Australia Women,0,0,0-49,,,,,,,,,,
AJ Fahey,3,3,,1,0,,,,,1,v Ire Women,Dublin,1998-07-27,Australia Women,0,0,0-49,,,,,,,,,,
JA Franklin,3,3,,1,0,,,,,1,v Ire Women,Dublin,1998-07-27,Australia Women,0,0,0-49,,,,,,,,,,
LM Keightley,3,3,24,1,0,19,0,0,15.78,1,v NZ Women,Melbourne,2000-02-06,Australia Women,0,0,0-49,,,,,,,,,,
MJ Lutschini,2*,2,,1,1,,,,,1,v India Women,Patna,1978-01-08,Australia Women,0,0,0-49,,,,,,,,,,
J Esmond,2*,2,,1,1,,,,,1,v NZ Women,Melbourne,1985-02-08,Australia Women,0,0,0-49,,,,,,,,,,
SA Moffat,2*,2,,1,1,,,,,1,v NZ Women,Perth,1987-01-19,Australia Women,0,0,0-49,,,,,,,,,,
C Matthews,2*,2,,1,1,,,,,1,v NZ Women,Christchurch,1988-01-23,Australia Women,0,0,0-49,,,,,,,,,,
K Fazackerley,2*,2,6,1,1,3,0,0,66.66,1,v India Women,Levin,1995-02-16,Australia Women,0,0,0-49,,,,,,,,,,
JC Price,2*,2,1,1,1,1,0,0,200.00,1,v India Women,Delhi,1997-12-24,Australia Women,0,0,0-49,,,,,,,,,,
JM Dannatt,2*,2,,1,1,,,,,1,v Ire Women,Dublin,1998-07-25,Australia Women,0,0,0-49,,,,,,,,,,
CL Mason,2*,2,1,1,1,2,0,0,100.00,1,v SA Women,Buderim,1999-02-05,Australia Women,0,0,0-49,,,,,,,,,,
JC Price,2*,2,4,1,1,3,0,0,66.66,1,v ENG Women,Sydney,2000-01-30,Australia Women,0,0,0-49,,,,,,,,,,
KL Rolton,2*,2,20,1,1,14,0,0,14.28,2,v SA Women,Lincoln,2000-12-18,Australia Women,0,0,0-49,,,,,,,,,,
JK Lumsden,2,2,,1,0,,,,,1,v ENG Women,Nottingham,1976-08-08,Australia Women,0,0,0-49,,,,,,,,,,
WJ Hills,2,2,,1,0,,,,,1,v India Women,Patna,1978-01-08,Australia Women,0,0,0-49,,,,,,,,,,
L Hill,2,2,,1,0,,,,,2,v ENG Women,Hyderabad (Deccan),1978-01-13,Australia Women,0,0,0-49,,,,,,,,,,
MJ Lutschini,2,2,,1,0,,,,,1,v Int XI Women,Palmerston North,1982-01-20,Australia Women,0,0,0-49,,,,,,,,,,
D Martin,2,2,,1,0,,,,,1,v Int XI Women,Palmerston North,1982-01-20,Australia Women,0,0,0-49,,,,,,,,,,
SA Tredrea,2,2,,1,0,,,,,2,v ENG Women,Wellington,1982-01-23,Australia Women,0,0,0-49,,,,,,,,,,
S Hill,2,2,,1,0,,,,,1,v NZ Women,Rangiora,1982-02-06,Australia Women,0,0,0-49,,,,,,,,,,
W Napier,2,2,,1,0,,,,,1,v NZ Women,Melbourne,1985-02-10,Australia Women,0,0,0-49,,,,,,,,,,
LA Fullston,2,2,,1,0,,,,,1,v NZ Women,Melbourne,1985-02-10,Australia Women,0,0,0-49,,,,,,,,,,
FJ Leonard,2,2,,1,0,,,,,1,v NZ Women,Lower Hutt,1986-01-23,Australia Women,0,0,0-49,,,,,,,,,,
RJ Kendall,2,2,,1,0,,,,,1,v NZ Women,Perth,1987-01-19,Australia Women,0,0,0-49,,,,,,,,,,
ZJ Goss,2,2,,1,0,,,,,1,v ENG Women,Canterbury,1987-07-25,Australia Women,0,0,0-49,,,,,,,,,,
SI Heywood,2,2,,1,0,,,,,1,v ENG Women,Sydney,1988-12-03,Australia Women,0,0,0-49,,,,,,,,,,
